a,b,c,d,stairsum,len
29,2,15,16,58,4.1428571429
29,2,16,15,58,4.4615384615
29,2,17,14,58,4.8333333333
29,2,18,13,58,5.2727272727
29,2,19,12,58,5.8
29,2,20,11,58,6.4444444444
29,2,21,10,58,7.25
29,2,22,9,58,8.2857142857
29,2,23,8,58,9.6666666667
29,2,24,7,58,11.6
29,2,25,6,58,14.5
29,2,26,5,58,19.3333333333
29,2,27,4,58,29
29,2,28,3,58,58
3,29,2,30,60,60
4,28,2,30,60,30
4,28,3,29,60,60
5,27,2,30,60,20
5,27,3,29,60,30
5,27,4,28,60,60
6,26,2,30,60,15
6,26,3,29,60,20
6,26,4,28,60,30
6,26,5,27,60,60
7,25,2,30,60,12
7,25,3,29,60,15
7,25,4,28,60,20
7,25,5,27,60,30
7,25,6,26,60,60
8,24,2,30,60,10
8,24,3,29,60,12
8,24,4,28,60,15
8,24,5,27,60,20
8,24,6,26,60,30
8,24,7,25,60,60
9,23,2,30,60,8.5714285714
9,23,3,29,60,10
9,23,4,28,60,12
9,23,5,27,60,15
9,23,6,26,60,20
9,23,7,25,60,30
9,23,8,24,60,60
10,22,2,30,60,7.5
10,22,3,29,60,8.5714285714
10,22,4,28,60,10
10,22,5,27,60,12
10,22,6,26,60,15
10,22,7,25,60,20
10,22,8,24,60,30
10,22,9,23,60,60
11,21,2,30,60,6.6666666667
11,21,3,29,60,7.5
11,21,4,28,60,8.5714285714
11,21,5,27,60,10
11,21,6,26,60,12
11,21,7,25,60,15
11,21,8,24,60,20
11,21,9,23,60,30
11,21,10,22,60,60
12,20,2,30,60,6
12,20,3,29,60,6.6666666667
12,20,4,28,60,7.5
12,20,5,27,60,8.5714285714
12,20,6,26,60,10
12,20,7,25,60,12
12,20,8,24,60,15
12,20,9,23,60,20
12,20,10,22,60,30
12,20,11,21,60,60
13,19,2,30,60,5.4545454545
13,19,3,29,60,6
13,19,4,28,60,6.6666666667
13,19,5,27,60,7.5
13,19,6,26,60,8.5714285714
13,19,7,25,60,10
13,19,8,24,60,12
13,19,9,23,60,15
13,19,10,22,60,20
13,19,11,21,60,30
13,19,12,20,60,60
14,18,2,30,60,5
14,18,3,29,60,5.4545454545
14,18,4,28,60,6
14,18,5,27,60,6.6666666667
14,18,6,26,60,7.5
14,18,7,25,60,8.5714285714
14,18,8,24,60,10
14,18,9,23,60,12
14,18,10,22,60,15
14,18,11,21,60,20
14,18,12,20,60,30
14,18,13,19,60,60
15,17,2,30,60,4.6153846154
15,17,3,29,60,5
15,17,4,28,60,5.4545454545
15,17,5,27,60,6
15,17,6,26,60,6.6666666667
15,17,7,25,60,7.5
15,17,8,24,60,8.5714285714
15,17,9,23,60,10
15,17,10,22,60,12
15,17,11,21,60,15
15,17,12,20,60,20
15,17,13,19,60,30
15,17,14,18,60,60
16,16,2,30,60,4.2857142857
16,16,3,29,60,4.6153846154
16,16,4,28,60,5
16,16,5,27,60,5.4545454545
16,16,6,26,60,6
16,16,7,25,60,6.6666666667
16,16,8,24,60,7.5
16,16,9,23,60,8.5714285714
16,16,10,22,60,10
16,16,11,21,60,12
16,16,12,20,60,15
16,16,13,19,60,20
16,16,14,18,60,30
16,16,15,17,60,60
17,15,2,30,60,4
17,15,3,29,60,4.2857142857
17,15,4,28,60,4.6153846154
17,15,5,27,60,5
17,15,6,26,60,5.4545454545
17,15,7,25,60,6
17,15,8,24,60,6.6666666667
17,15,9,23,60,7.5
17,15,10,22,60,8.5714285714
17,15,11,21,60,10
17,15,12,20,60,12
17,15,13,19,60,15
17,15,14,18,60,20
17,15,15,17,60,30
17,15,16,16,60,60
18,14,2,30,60,3.75
18,14,3,29,60,4
18,14,4,28,60,4.2857142857
18,14,5,27,60,4.6153846154
18,14,6,26,60,5
18,14,7,25,60,5.4545454545
18,14,8,24,60,6
18,14,9,23,60,6.6666666667
18,14,10,22,60,7.5
18,14,11,21,60,8.5714285714
18,14,12,20,60,10
18,14,13,19,60,12
18,14,14,18,60,15
18,14,15,17,60,20
18,14,16,16,60,30
18,14,17,15,60,60
19,13,2,30,60,3.5294117647
19,13,3,29,60,3.75
19,13,4,28,60,4
19,13,5,27,60,4.2857142857
19,13,6,26,60,4.6153846154
19,13,7,25,60,5
19,13,8,24,60,5.4545454545
19,13,9,23,60,6
19,13,10,22,60,6.6666666667
19,13,11,21,60,7.5
19,13,12,20,60,8.5714285714
19,13,13,19,60,10
19,13,14,18,60,12
19,13,15,17,60,15
19,13,16,16,60,20
19,13,17,15,60,30
19,13,18,14,60,60
20,12,2,30,60,3.3333333333
20,12,3,29,60,3.5294117647
20,12,4,28,60,3.75
20,12,5,27,60,4
20,12,6,26,60,4.2857142857
20,12,7,25,60,4.6153846154
20,12,8,24,60,5
20,12,9,23,60,5.4545454545
20,12,10,22,60,6
20,12,11,21,60,6.6666666667
20,12,12,20,60,7.5
20,12,13,19,60,8.5714285714
20,12,14,18,60,10
20,12,15,17,60,12
20,12,16,16,60,15
20,12,17,15,60,20
20,12,18,14,60,30
20,12,19,13,60,60
21,11,2,30,60,3.1578947368
21,11,3,29,60,3.3333333333
21,11,4,28,60,3.5294117647
21,11,5,27,60,3.75
21,11,6,26,60,4
21,11,7,25,60,4.2857142857
21,11,8,24,60,4.6153846154
21,11,9,23,60,5
21,11,10,22,60,5.4545454545
21,11,11,21,60,6
21,11,12,20,60,6.6666666667
21,11,13,19,60,7.5
21,11,14,18,60,8.5714285714
21,11,15,17,60,10
21,11,16,16,60,12
21,11,17,15,60,15
21,11,18,14,60,20
21,11,19,13,60,30
21,11,20,12,60,60
22,10,2,30,60,3
22,10,3,29,60,3.1578947368
22,10,4,28,60,3.3333333333
22,10,5,27,60,3.5294117647
22,10,6,26,60,3.75
22,10,7,25,60,4
22,10,8,24,60,4.2857142857
22,10,9,23,60,4.6153846154
22,10,10,22,60,5
22,10,11,21,60,5.4545454545
22,10,12,20,60,6
22,10,13,19,60,6.6666666667
22,10,14,18,60,7.5
22,10,15,17,60,8.5714285714
22,10,16,16,60,10
22,10,17,15,60,12
22,10,18,14,60,15
22,10,19,13,60,20
22,10,20,12,60,30
22,10,21,11,60,60
23,9,2,30,60,2.8571428571
23,9,3,29,60,3
23,9,4,28,60,3.1578947368
23,9,5,27,60,3.3333333333
23,9,6,26,60,3.5294117647
23,9,7,25,60,3.75
23,9,8,24,60,4
23,9,9,23,60,4.2857142857
23,9,10,22,60,4.6153846154
23,9,11,21,60,5
23,9,12,20,60,5.4545454545
23,9,13,19,60,6
23,9,14,18,60,6.6666666667
23,9,15,17,60,7.5
23,9,16,16,60,8.5714285714
23,9,17,15,60,10
23,9,18,14,60,12
23,9,19,13,60,15
23,9,20,12,60,20
23,9,21,11,60,30
23,9,22,10,60,60
24,8,2,30,60,2.7272727273
24,8,3,29,60,2.8571428571
24,8,4,28,60,3
24,8,5,27,60,3.1578947368
24,8,6,26,60,3.3333333333
24,8,7,25,60,3.5294117647
24,8,8,24,60,3.75
24,8,9,23,60,4
24,8,10,22,60,4.2857142857
24,8,11,21,60,4.6153846154
24,8,12,20,60,5
24,8,13,19,60,5.4545454545
24,8,14,18,60,6
24,8,15,17,60,6.6666666667
24,8,16,16,60,7.5
24,8,17,15,60,8.5714285714
24,8,18,14,60,10
24,8,19,13,60,12
24,8,20,12,60,15
24,8,21,11,60,20
24,8,22,10,60,30
24,8,23,9,60,60
25,7,2,30,60,2.6086956522
25,7,3,29,60,2.7272727273
25,7,4,28,60,2.8571428571
25,7,5,27,60,3
25,7,6,26,60,3.1578947368
25,7,7,25,60,3.3333333333
25,7,8,24,60,3.5294117647
25,7,9,23,60,3.75
25,7,10,22,60,4
25,7,11,21,60,4.2857142857
25,7,12,20,60,4.6153846154
25,7,13,19,60,5
25,7,14,18,60,5.4545454545
25,7,15,17,60,6
25,7,16,16,60,6.6666666667
25,7,17,15,60,7.5
25,7,18,14,60,8.5714285714
25,7,19,13,60,10
25,7,20,12,60,12
25,7,21,11,60,15
25,7,22,10,60,20
25,7,23,9,60,30
25,7,24,8,60,60
26,6,2,30,60,2.5
26,6,3,29,60,2.6086956522
26,6,4,28,60,2.7272727273
26,6,5,27,60,2.8571428571
26,6,6,26,60,3
26,6,7,25,60,3.1578947368
26,6,8,24,60,3.3333333333
26,6,9,23,60,3.5294117647
26,6,10,22,60,3.75
26,6,11,21,60,4
26,6,12,20,60,4.2857142857
26,6,13,19,60,4.6153846154
26,6,14,18,60,5
26,6,15,17,60,5.4545454545
26,6,16,16,60,6
26,6,17,15,60,6.6666666667
26,6,18,14,60,7.5
26,6,19,13,60,8.5714285714
26,6,20,12,60,10
26,6,21,11,60,12
26,6,22,10,60,15
26,6,23,9,60,20
26,6,24,8,60,30
26,6,25,7,60,60
27,5,2,30,60,2.4
27,5,3,29,60,2.5
27,5,4,28,60,2.6086956522
27,5,5,27,60,2.7272727273
27,5,6,26,60,2.8571428571
27,5,7,25,60,3
27,5,8,24,60,3.1578947368
27,5,9,23,60,3.3333333333
27,5,10,22,60,3.5294117647
27,5,11,21,60,3.75
27,5,12,20,60,4
27,5,13,19,60,4.2857142857
27,5,14,18,60,4.6153846154
27,5,15,17,60,5
27,5,16,16,60,5.4545454545
27,5,17,15,60,6
27,5,18,14,60,6.6666666667
27,5,19,13,60,7.5
27,5,20,12,60,8.5714285714
27,5,21,11,60,10
27,5,22,10,60,12
27,5,23,9,60,15
27,5,24,8,60,20
27,5,25,7,60,30
27,5,26,6,60,60
28,4,2,30,60,2.3076923077
28,4,3,29,60,2.4
28,4,4,28,60,2.5
28,4,5,27,60,2.6086956522
28,4,6,26,60,2.7272727273
28,4,7,25,60,2.8571428571
28,4,8,24,60,3
28,4,9,23,60,3.1578947368
28,4,10,22,60,3.3333333333
28,4,11,21,60,3.5294117647
28,4,12,20,60,3.75
28,4,13,19,60,4
28,4,14,18,60,4.2857142857
28,4,15,17,60,4.6153846154
28,4,16,16,60,5
28,4,17,15,60,5.4545454545
28,4,18,14,60,6
28,4,19,13,60,6.6666666667
28,4,20,12,60,7.5
28,4,21,11,60,8.5714285714
28,4,22,10,60,10
28,4,23,9,60,12
28,4,24,8,60,15
28,4,25,7,60,20
28,4,26,6,60,30
28,4,27,5,60,60
29,3,2,30,60,2.2222222222
29,3,3,29,60,2.3076923077
29,3,4,28,60,2.4
29,3,5,27,60,2.5
29,3,6,26,60,2.6086956522
29,3,7,25,60,2.7272727273
29,3,8,24,60,2.8571428571
29,3,9,23,60,3
29,3,10,22,60,3.1578947368
29,3,11,21,60,3.3333333333
29,3,12,20,60,3.5294117647
29,3,13,19,60,3.75
29,3,14,18,60,4
29,3,15,17,60,4.2857142857
29,3,16,16,60,4.6153846154
29,3,17,15,60,5
29,3,18,14,60,5.4545454545
29,3,19,13,60,6
29,3,20,12,60,6.6666666667
29,3,21,11,60,7.5
29,3,22,10,60,8.5714285714
29,3,23,9,60,10
29,3,24,8,60,12
29,3,25,7,60,15
29,3,26,6,60,20
29,3,27,5,60,30
29,3,28,4,60,60
30,2,2,30,60,2.1428571429
30,2,3,29,60,2.2222222222
30,2,4,28,60,2.3076923077
30,2,5,27,60,2.4
30,2,6,26,60,2.5
30,2,7,25,60,2.6086956522
30,2,8,24,60,2.7272727273
30,2,9,23,60,2.8571428571
30,2,10,22,60,3
30,2,11,21,60,3.1578947368
30,2,12,20,60,3.3333333333
30,2,13,19,60,3.5294117647
30,2,14,18,60,3.75
30,2,15,17,60,4
30,2,16,16,60,4.2857142857
30,2,17,15,60,4.6153846154
30,2,18,14,60,5
30,2,19,13,60,5.4545454545
30,2,20,12,60,6
30,2,21,11,60,6.6666666667
30,2,22,10,60,7.5
30,2,23,9,60,8.5714285714
30,2,24,8,60,10
30,2,25,7,60,12
30,2,26,6,60,15
30,2,27,5,60,20
30,2,28,4,60,30
30,2,29,3,60,60
3,30,2,31,62,62
4,29,2,31,62,31
4,29,3,30,62,62
5,28,2,31,62,20.6666666667
5,28,3,30,62,31
5,28,4,29,62,62
6,27,2,31,62,15.5
6,27,3,30,62,20.6666666667
6,27,4,29,62,31
6,27,5,28,62,62
7,26,2,31,62,12.4
7,26,3,30,62,15.5
7,26,4,29,62,20.6666666667
7,26,5,28,62,31
7,26,6,27,62,62
8,25,2,31,62,10.3333333333
8,25,3,30,62,12.4
8,25,4,29,62,15.5
8,25,5,28,62,20.6666666667
8,25,6,27,62,31
8,25,7,26,62,62
9,24,2,31,62,8.8571428571
9,24,3,30,62,10.3333333333
9,24,4,29,62,12.4
9,24,5,28,62,15.5
9,24,6,27,62,20.6666666667
9,24,7,26,62,31
9,24,8,25,62,62
10,23,2,31,62,7.75
10,23,3,30,62,8.8571428571
10,23,4,29,62,10.3333333333
10,23,5,28,62,12.4
10,23,6,27,62,15.5
10,23,7,26,62,20.6666666667
10,23,8,25,62,31
10,23,9,24,62,62
11,22,2,31,62,6.8888888889
11,22,3,30,62,7.75
11,22,4,29,62,8.8571428571
11,22,5,28,62,10.3333333333
11,22,6,27,62,12.4
11,22,7,26,62,15.5
11,22,8,25,62,20.6666666667
11,22,9,24,62,31
11,22,10,23,62,62
12,21,2,31,62,6.2
12,21,3,30,62,6.8888888889
12,21,4,29,62,7.75
12,21,5,28,62,8.8571428571
12,21,6,27,62,10.3333333333
12,21,7,26,62,12.4
12,21,8,25,62,15.5
12,21,9,24,62,20.6666666667
12,21,10,23,62,31
12,21,11,22,62,62
13,20,2,31,62,5.6363636364
13,20,3,30,62,6.2
13,20,4,29,62,6.8888888889
13,20,5,28,62,7.75
13,20,6,27,62,8.8571428571
13,20,7,26,62,10.3333333333
13,20,8,25,62,12.4
13,20,9,24,62,15.5
13,20,10,23,62,20.6666666667
13,20,11,22,62,31
13,20,12,21,62,62
14,19,2,31,62,5.1666666667
14,19,3,30,62,5.6363636364
14,19,4,29,62,6.2
14,19,5,28,62,6.8888888889
14,19,6,27,62,7.75
14,19,7,26,62,8.8571428571
14,19,8,25,62,10.3333333333
14,19,9,24,62,12.4
14,19,10,23,62,15.5
14,19,11,22,62,20.6666666667
14,19,12,21,62,31
14,19,13,20,62,62
15,18,2,31,62,4.7692307692
15,18,3,30,62,5.1666666667
15,18,4,29,62,5.6363636364
15,18,5,28,62,6.2
15,18,6,27,62,6.8888888889
15,18,7,26,62,7.75
15,18,8,25,62,8.8571428571
15,18,9,24,62,10.3333333333
15,18,10,23,62,12.4
15,18,11,22,62,15.5
15,18,12,21,62,20.6666666667
15,18,13,20,62,31
15,18,14,19,62,62
16,17,2,31,62,4.4285714286
16,17,3,30,62,4.7692307692
16,17,4,29,62,5.1666666667
16,17,5,28,62,5.6363636364
16,17,6,27,62,6.2
16,17,7,26,62,6.8888888889
16,17,8,25,62,7.75
16,17,9,24,62,8.8571428571
16,17,10,23,62,10.3333333333
16,17,11,22,62,12.4
16,17,12,21,62,15.5
16,17,13,20,62,20.6666666667
16,17,14,19,62,31
16,17,15,18,62,62
17,16,2,31,62,4.1333333333
17,16,3,30,62,4.4285714286
17,16,4,29,62,4.7692307692
17,16,5,28,62,5.1666666667
17,16,6,27,62,5.6363636364
17,16,7,26,62,6.2
17,16,8,25,62,6.8888888889
17,16,9,24,62,7.75
17,16,10,23,62,8.8571428571
17,16,11,22,62,10.3333333333
17,16,12,21,62,12.4
17,16,13,20,62,15.5
17,16,14,19,62,20.6666666667
17,16,15,18,62,31
17,16,16,17,62,62
18,15,2,31,62,3.875
18,15,3,30,62,4.1333333333
18,15,4,29,62,4.4285714286
18,15,5,28,62,4.7692307692
18,15,6,27,62,5.1666666667
18,15,7,26,62,5.6363636364
18,15,8,25,62,6.2
18,15,9,24,62,6.8888888889
18,15,10,23,62,7.75
18,15,11,22,62,8.8571428571
18,15,12,21,62,10.3333333333
18,15,13,20,62,12.4
18,15,14,19,62,15.5
18,15,15,18,62,20.6666666667
18,15,16,17,62,31
18,15,17,16,62,62
19,14,2,31,62,3.6470588235
19,14,3,30,62,3.875
19,14,4,29,62,4.1333333333
19,14,5,28,62,4.4285714286
19,14,6,27,62,4.7692307692
19,14,7,26,62,5.1666666667
19,14,8,25,62,5.6363636364
19,14,9,24,62,6.2
19,14,10,23,62,6.8888888889
19,14,11,22,62,7.75
19,14,12,21,62,8.8571428571
19,14,13,20,62,10.3333333333
19,14,14,19,62,12.4
19,14,15,18,62,15.5
19,14,16,17,62,20.6666666667
19,14,17,16,62,31
19,14,18,15,62,62
20,13,2,31,62,3.4444444444
20,13,3,30,62,3.6470588235
20,13,4,29,62,3.875
20,13,5,28,62,4.1333333333
20,13,6,27,62,4.4285714286
20,13,7,26,62,4.7692307692
20,13,8,25,62,5.1666666667
20,13,9,24,62,5.6363636364
20,13,10,23,62,6.2
20,13,11,22,62,6.8888888889
20,13,12,21,62,7.75
20,13,13,20,62,8.8571428571
20,13,14,19,62,10.3333333333
20,13,15,18,62,12.4
20,13,16,17,62,15.5
20,13,17,16,62,20.6666666667
20,13,18,15,62,31
20,13,19,14,62,62
21,12,2,31,62,3.2631578947
21,12,3,30,62,3.4444444444
21,12,4,29,62,3.6470588235
21,12,5,28,62,3.875
21,12,6,27,62,4.1333333333
21,12,7,26,62,4.4285714286
21,12,8,25,62,4.7692307692
21,12,9,24,62,5.1666666667
21,12,10,23,62,5.6363636364
21,12,11,22,62,6.2
21,12,12,21,62,6.8888888889
21,12,13,20,62,7.75
21,12,14,19,62,8.8571428571
21,12,15,18,62,10.3333333333
21,12,16,17,62,12.4
21,12,17,16,62,15.5
21,12,18,15,62,20.6666666667
21,12,19,14,62,31
21,12,20,13,62,62
22,11,2,31,62,3.1
22,11,3,30,62,3.2631578947
22,11,4,29,62,3.4444444444
22,11,5,28,62,3.6470588235
22,11,6,27,62,3.875
22,11,7,26,62,4.1333333333
22,11,8,25,62,4.4285714286
22,11,9,24,62,4.7692307692
22,11,10,23,62,5.1666666667
22,11,11,22,62,5.6363636364
22,11,12,21,62,6.2
22,11,13,20,62,6.8888888889
22,11,14,19,62,7.75
22,11,15,18,62,8.8571428571
22,11,16,17,62,10.3333333333
22,11,17,16,62,12.4
22,11,18,15,62,15.5
22,11,19,14,62,20.6666666667
22,11,20,13,62,31
22,11,21,12,62,62
23,10,2,31,62,2.9523809524
23,10,3,30,62,3.1
23,10,4,29,62,3.2631578947
23,10,5,28,62,3.4444444444
23,10,6,27,62,3.6470588235
23,10,7,26,62,3.875
23,10,8,25,62,4.1333333333
23,10,9,24,62,4.4285714286
23,10,10,23,62,4.7692307692
23,10,11,22,62,5.1666666667
23,10,12,21,62,5.6363636364
23,10,13,20,62,6.2
23,10,14,19,62,6.8888888889
23,10,15,18,62,7.75
23,10,16,17,62,8.8571428571
23,10,17,16,62,10.3333333333
23,10,18,15,62,12.4
23,10,19,14,62,15.5
23,10,20,13,62,20.6666666667
23,10,21,12,62,31
23,10,22,11,62,62
24,9,2,31,62,2.8181818182
24,9,3,30,62,2.9523809524
24,9,4,29,62,3.1
24,9,5,28,62,3.2631578947
24,9,6,27,62,3.4444444444
24,9,7,26,62,3.6470588235
24,9,8,25,62,3.875
24,9,9,24,62,4.1333333333
24,9,10,23,62,4.4285714286
24,9,11,22,62,4.7692307692
24,9,12,21,62,5.1666666667
24,9,13,20,62,5.6363636364
24,9,14,19,62,6.2
24,9,15,18,62,6.8888888889
24,9,16,17,62,7.75
24,9,17,16,62,8.8571428571
24,9,18,15,62,10.3333333333
24,9,19,14,62,12.4
24,9,20,13,62,15.5
24,9,21,12,62,20.6666666667
24,9,22,11,62,31
24,9,23,10,62,62
25,8,2,31,62,2.6956521739
25,8,3,30,62,2.8181818182
25,8,4,29,62,2.9523809524
25,8,5,28,62,3.1
25,8,6,27,62,3.2631578947
25,8,7,26,62,3.4444444444
25,8,8,25,62,3.6470588235
25,8,9,24,62,3.875
25,8,10,23,62,4.1333333333
25,8,11,22,62,4.4285714286
25,8,12,21,62,4.7692307692
25,8,13,20,62,5.1666666667
25,8,14,19,62,5.6363636364
25,8,15,18,62,6.2
25,8,16,17,62,6.8888888889
25,8,17,16,62,7.75
25,8,18,15,62,8.8571428571
25,8,19,14,62,10.3333333333
25,8,20,13,62,12.4
25,8,21,12,62,15.5
25,8,22,11,62,20.6666666667
25,8,23,10,62,31
25,8,24,9,62,62
26,7,2,31,62,2.5833333333
26,7,3,30,62,2.6956521739
26,7,4,29,62,2.8181818182
26,7,5,28,62,2.9523809524
26,7,6,27,62,3.1
26,7,7,26,62,3.2631578947
26,7,8,25,62,3.4444444444
26,7,9,24,62,3.6470588235
26,7,10,23,62,3.875
26,7,11,22,62,4.1333333333
26,7,12,21,62,4.4285714286
26,7,13,20,62,4.7692307692
26,7,14,19,62,5.1666666667
26,7,15,18,62,5.6363636364
26,7,16,17,62,6.2
26,7,17,16,62,6.8888888889
26,7,18,15,62,7.75
26,7,19,14,62,8.8571428571
26,7,20,13,62,10.3333333333
26,7,21,12,62,12.4
26,7,22,11,62,15.5
26,7,23,10,62,20.6666666667
26,7,24,9,62,31
26,7,25,8,62,62
27,6,2,31,62,2.48
27,6,3,30,62,2.5833333333
27,6,4,29,62,2.6956521739
27,6,5,28,62,2.8181818182
27,6,6,27,62,2.9523809524
27,6,7,26,62,3.1
27,6,8,25,62,3.2631578947
27,6,9,24,62,3.4444444444
27,6,10,23,62,3.6470588235
27,6,11,22,62,3.875
27,6,12,21,62,4.1333333333
27,6,13,20,62,4.4285714286
27,6,14,19,62,4.7692307692
27,6,15,18,62,5.1666666667
27,6,16,17,62,5.6363636364
27,6,17,16,62,6.2
27,6,18,15,62,6.8888888889
27,6,19,14,62,7.75
27,6,20,13,62,8.8571428571
27,6,21,12,62,10.3333333333
27,6,22,11,62,12.4
27,6,23,10,62,15.5
27,6,24,9,62,20.6666666667
27,6,25,8,62,31
27,6,26,7,62,62
28,5,2,31,62,2.3846153846
28,5,3,30,62,2.48
28,5,4,29,62,2.5833333333
28,5,5,28,62,2.6956521739
28,5,6,27,62,2.8181818182
28,5,7,26,62,2.9523809524
28,5,8,25,62,3.1
28,5,9,24,62,3.2631578947
28,5,10,23,62,3.4444444444
28,5,11,22,62,3.6470588235
28,5,12,21,62,3.875
28,5,13,20,62,4.1333333333
28,5,14,19,62,4.4285714286
28,5,15,18,62,4.7692307692
28,5,16,17,62,5.1666666667
28,5,17,16,62,5.6363636364
28,5,18,15,62,6.2
28,5,19,14,62,6.8888888889
28,5,20,13,62,7.75
28,5,21,12,62,8.8571428571
28,5,22,11,62,10.3333333333
28,5,23,10,62,12.4
28,5,24,9,62,15.5
28,5,25,8,62,20.6666666667
28,5,26,7,62,31
28,5,27,6,62,62
29,4,2,31,62,2.2962962963
29,4,3,30,62,2.3846153846
29,4,4,29,62,2.48
29,4,5,28,62,2.5833333333
29,4,6,27,62,2.6956521739
29,4,7,26,62,2.8181818182
29,4,8,25,62,2.9523809524
29,4,9,24,62,3.1
29,4,10,23,62,3.2631578947
29,4,11,22,62,3.4444444444
29,4,12,21,62,3.6470588235
29,4,13,20,62,3.875
29,4,14,19,62,4.1333333333
29,4,15,18,62,4.4285714286
29,4,16,17,62,4.7692307692
29,4,17,16,62,5.1666666667
29,4,18,15,62,5.6363636364
29,4,19,14,62,6.2
29,4,20,13,62,6.8888888889
29,4,21,12,62,7.75
29,4,22,11,62,8.8571428571
29,4,23,10,62,10.3333333333
29,4,24,9,62,12.4
29,4,25,8,62,15.5
29,4,26,7,62,20.6666666667
29,4,27,6,62,31
29,4,28,5,62,62
30,3,2,31,62,2.2142857143
30,3,3,30,62,2.2962962963
30,3,4,29,62,2.3846153846
30,3,5,28,62,2.48
30,3,6,27,62,2.5833333333
30,3,7,26,62,2.6956521739
30,3,8,25,62,2.8181818182
30,3,9,24,62,2.9523809524
30,3,10,23,62,3.1
30,3,11,22,62,3.2631578947
30,3,12,21,62,3.4444444444
30,3,13,20,62,3.6470588235
30,3,14,19,62,3.875
30,3,15,18,62,4.1333333333
30,3,16,17,62,4.4285714286
30,3,17,16,62,4.7692307692
30,3,18,15,62,5.1666666667
30,3,19,14,62,5.6363636364
30,3,20,13,62,6.2
30,3,21,12,62,6.8888888889
30,3,22,11,62,7.75
30,3,23,10,62,8.8571428571
30,3,24,9,62,10.3333333333
30,3,25,8,62,12.4
30,3,26,7,62,15.5
30,3,27,6,62,20.6666666667
30,3,28,5,62,31
30,3,29,4,62,62
31,2,2,31,62,2.1379310345
31,2,3,30,62,2.2142857143
31,2,4,29,62,2.2962962963
31,2,5,28,62,2.3846153846
31,2,6,27,62,2.48
31,2,7,26,62,2.5833333333
31,2,8,25,62,2.6956521739
31,2,9,24,62,2.8181818182
31,2,10,23,62,2.9523809524
31,2,11,22,62,3.1
31,2,12,21,62,3.2631578947
31,2,13,20,62,3.4444444444
31,2,14,19,62,3.6470588235
31,2,15,18,62,3.875
31,2,16,17,62,4.1333333333
31,2,17,16,62,4.4285714286
31,2,18,15,62,4.7692307692
31,2,19,14,62,5.1666666667
31,2,20,13,62,5.6363636364
31,2,21,12,62,6.2
31,2,22,11,62,6.8888888889
31,2,23,10,62,7.75
31,2,24,9,62,8.8571428571
31,2,25,8,62,10.3333333333
31,2,26,7,62,12.4
31,2,27,6,62,15.5
31,2,28,5,62,20.6666666667
31,2,29,4,62,31
31,2,30,3,62,62
3,31,2,32,64,64
4,30,2,32,64,32
4,30,3,31,64,64
5,29,2,32,64,21.3333333333
5,29,3,31,64,32
5,29,4,30,64,64
6,28,2,32,64,16
6,28,3,31,64,21.3333333333
6,28,4,30,64,32
6,28,5,29,64,64
7,27,2,32,64,12.8
7,27,3,31,64,16
7,27,4,30,64,21.3333333333
7,27,5,29,64,32
7,27,6,28,64,64
8,26,2,32,64,10.6666666667
8,26,3,31,64,12.8
8,26,4,30,64,16
8,26,5,29,64,21.3333333333
8,26,6,28,64,32
8,26,7,27,64,64
9,25,2,32,64,9.1428571429
9,25,3,31,64,10.6666666667
9,25,4,30,64,12.8
9,25,5,29,64,16
9,25,6,28,64,21.3333333333
9,25,7,27,64,32
9,25,8,26,64,64
10,24,2,32,64,8
10,24,3,31,64,9.1428571429
10,24,4,30,64,10.6666666667
10,24,5,29,64,12.8
10,24,6,28,64,16
10,24,7,27,64,21.3333333333
10,24,8,26,64,32
10,24,9,25,64,64
11,23,2,32,64,7.1111111111
11,23,3,31,64,8
11,23,4,30,64,9.1428571429
11,23,5,29,64,10.6666666667
11,23,6,28,64,12.8
11,23,7,27,64,16
11,23,8,26,64,21.3333333333
11,23,9,25,64,32
11,23,10,24,64,64
12,22,2,32,64,6.4
12,22,3,31,64,7.1111111111
12,22,4,30,64,8
12,22,5,29,64,9.1428571429
12,22,6,28,64,10.6666666667
12,22,7,27,64,12.8
12,22,8,26,64,16
12,22,9,25,64,21.3333333333
12,22,10,24,64,32
12,22,11,23,64,64
13,21,2,32,64,5.8181818182
13,21,3,31,64,6.4
13,21,4,30,64,7.1111111111
13,21,5,29,64,8
13,21,6,28,64,9.1428571429
13,21,7,27,64,10.6666666667
13,21,8,26,64,12.8
13,21,9,25,64,16
13,21,10,24,64,21.3333333333
13,21,11,23,64,32
13,21,12,22,64,64
14,20,2,32,64,5.3333333333
14,20,3,31,64,5.8181818182
14,20,4,30,64,6.4
14,20,5,29,64,7.1111111111
14,20,6,28,64,8
14,20,7,27,64,9.1428571429
14,20,8,26,64,10.6666666667
14,20,9,25,64,12.8
14,20,10,24,64,16
14,20,11,23,64,21.3333333333
14,20,12,22,64,32
14,20,13,21,64,64
15,19,2,32,64,4.9230769231
15,19,3,31,64,5.3333333333
15,19,4,30,64,5.8181818182
15,19,5,29,64,6.4
15,19,6,28,64,7.1111111111
15,19,7,27,64,8
15,19,8,26,64,9.1428571429
15,19,9,25,64,10.6666666667
15,19,10,24,64,12.8
15,19,11,23,64,16
15,19,12,22,64,21.3333333333
15,19,13,21,64,32
15,19,14,20,64,64
